 ,Flow,pH,BOD5,SS,VSS,TS,VTS,TKN,NH3-N,NO2-N + NO3-N,P-TOT,P-SOL,,,,,,,,,,
6-Feb-14,181,7.2,137,150,114,1385,256,23,13.8,0.51,6.6,5.0,,,,,,,,,,
7-Feb-14,177,7.3,113,156,108,1036,266,21,11.4,0.69,6.2,4.4,,,,,,,,,,
8-Feb-14,182,7.3,102,74,62,724,154,20,12.4,0.42,5.2,4.1,,,,,,,,,,
9-Feb-14,186,7.3,45,30,24,874,124,14,8.8,2.51,3.2,2.2,,,,,,,,,,
10-Feb-14,185,7.3,107,84,62,914,150,22,12.8,0.41,3.4,2.0,,,,,,,,,,
11-Feb-14,184,7.3,120,110,90,904,206,24,13.2,0.41,5.0,3.6,,,,,,,,,,
12-Feb-14,182,7.3,116,84,70,892,204,23,12.9,0.84,5.3,3.6,,,,,,,,,,
13-Feb-14,174,7.3,124,91,77,848,208,22,13.5,0.67,4.9,2.9,,,,,,,,,,
14-Feb-14,157,7.3,300,268,224,1000,360,26,14.9,     <0.15,8.1,4.7,,,,,,,,,,
15-Feb-14,168,7.4,155,80,68,854,206,23,13.8,     <0.15,6.2,4.2,,,,,,,,,,
16-Feb-14,183,7.4,107,90,74,798,204,18,14.5,0.22,2.9,2.3,,,,,,,,,,
17-Feb-14,202,7.4,108,86,70,872,198,23,14.3,0.78,3.4,2.0,,,,,,,,,,
18-Feb-14,203,7.2,158,150,122,1514,280,25,14.1,0.45,6.4,4.1,,,,,,,,,,
19-Feb-14,259,7.2,118,144,112,2022,256,21,11.9,0.25,4.8,3.4,,,,,,,,,,
20-Feb-14,393,7.1,116,186,126,1825,226,16,7.4,0.89,5.1,3.3,,,,,,,,,,
21-Feb-14,432,7.5,63,72,48,1114,180,11,5.6,2.05,2.5,1.7,,,,,,,,,,
22-Feb-14,358,7.5,62,80,52,1158,188,12,7.5,2.56,2.8,1.8,,,,,,,,,,
23-Feb-14,344,7.3,60,69,53,1106,186,13,8.8,1.86,2.0,0.9,,,,,,,,,,
24-Feb-14,325,7.4,55,78,62,1066,194,14,9.5,1.28,2.1,1.1,,,,,,,,,,
25-Feb-14,321,7.3,76,80,72,1077,218,16,9.7,1.08,2.8,1.9,,,,,,,,,,
26-Feb-14,228,7.3,75,82,54,1051,206,16,9.7,0.51,4.5,3.2,,,,,,,,,,
27-Feb-14,299,7.2,101,96,76,1005,190,17,9.5,0.28,4.6,3.0,,,,,,,,,,
28-Feb-14,260,7.4,96,50,38,968,202,16,9.9,0.38,4.9,3.4,,,,,,,,,,
1-Mar-14,252,7.4,78,62,57,904,176,18,11.2,0.44,3.3,1.9,,,,,,,,,,
2-Mar-14,205,7.3,      T/X,63,53,1058,182,18,11.9,0.53,2.5,1.5,,,,,,,,,,
3-Mar-14,186,7.4,82,60,50,1057,172,19,12.6,0.34,3.5,2.2,,,,,,,,,,
4-Mar-14,182,7.3,109,58,54,1014,214,19,12.0,0.73,4.2,2.8,,,,,,,,,,
5-Mar-14,198,7.3,90,57,48,1038,186,20,13.0,     <0.15,4.3,3.2,,,,,,,,,,
6-Mar-14,207,7.3,108,92,88,1313,220,21,12.9,     <0.15,5.4,4.4,,,,,,,,,,
7-Mar-14,224,7.4,99,84,68,1163,212,20,12.2,     <0.15,3.9,2.8,,,,,,,,,,
8-Mar-14,194,7.5,147,69,61,1203,258,16,11.4,0.47,2.9,1.9,,,,,,,,,,
9-Mar-14,229,7.8,      T/X,74,64,1103,204,18,11.6,     <0.15,3.1,2.1,,,,,,,,,,
10-Mar-14,352,7.4,92,98,84,1083,182,15,10.1,     <0.15,2.7,2.1,,,,,,,,,,
11-Mar-14,379,7.4,      T/X,78,62,1089,156,11,6.8,0.98,2.2,1.3,,,,,,,,,,
12-Mar-14,423,7.5,63,92,68,1396,196,12,6.1,1.90,2.5,1.4,,,,,,,,,,
13-Mar-14,399,7.5,58,61,44,1465,176,11,6.9,2.09,2.2,1.5,,,,,,,,,,
14-Mar-14,413,7.6,73,83,58,1174,190,12,6.7,1.27,2.3,1.2,,,,,,,,,,
15-Mar-14,453,7.6,43,62,26,1040,164,9,5.3,1.91,1.5,0.8,,,,,,,,,,
16-Mar-14,412,7.5,41,63,48,1065,208,11,5.2,1.58,3.1,0.8,,,,,,,,,,
17-Mar-14,333,7.5,134,130,94,1149,252,15,7.5,1.53,3.6,2.3,,,,,,,,,,
18-Mar-14,368,7.4,126,224,174,1217,310,19,7.6,0.93,4.7,2.3,,,,,,,,,,
19-Mar-14,387,7.3,133,252,176,1214,302,21,7.4,1.21,5.5,2.5,,,,,,,,,,
20-Mar-14,416,7.5,65,87,59,954,138,11,5.8,1.91,2.3,0.9,,,,,,,,,,
21-Mar-14,374,7.5,63,58,40,1028,178,10,7.2,1.38,1.4,0.9,,,,,,,,,,
22-Mar-14,388,7.7,76,72,58,1009,192,12,6.8,1.26,1.9,0.9,,,,,,,,,,
23-Mar-14,360,7.5,      T/X,83,68,1005,202,13,6.6,1.05,2.5,1.4,,,,,,,,,,
24-Mar-14,269,7.5,72,61,48,988,176,13,8.3,0.91,2.5,1.8,,,,,,,,,,
25-Mar-14,232,7.6,70,58,44,1080,172,15,9.1,1.01,3.0,2.2,,,,,,,,,,
26-Mar-14,277,7.5,70,73,57,1050,216,15,9.8,0.86,2.9,1.8,,,,,,,,,,
27-Mar-14,305,7.3,139,107,87,1115,242,16,10.0,0.32,5.5,4.0,,,,,,,,,,
28-Mar-14,305,7.3,220,144,116,1226,276,20,10.7,0.40,11.0,7.6,,,,,,,,,,
29-Mar-14,244,7.4,147,99,76,1174,230,17,9.1,0.23,7.1,5.4,,,,,,,,,,
30-Mar-14,243,7.5,65,55,47,1040,218,15,9.8,     <0.15,2.1,1.0,,,,,,,,,,
31-Mar-14,242,7.5,75,60,58,1012,232,16,10.2,0.22,2.4,1.1,,,,,,,,,,
1-Apr-14,270,7.6,88,98,76,1115,274,20,12.3,0.32,3.5,2.3,,,,,,,,,,
2-Apr-14,227,7.4,134,122,106,1132,298,22,13.9,0.19,4.2,2.8,,,,,,,,,,
3-Apr-14,416,7.3,128,248,164,994,260,17,8.8,1.28,4.0,2.2,,,,,,,,,,
4-Apr-14,427,7.6,61,88,52,888,220,10,5.0,2.47,1.7,0.8,,,,,,,,,,
5-Apr-14,375,7.6,73,40,30,966,224,12,6.9,1.52,3.1,2.2,,,,,,,,,,
6-Apr-14,366,7.6,51,50,45,940,220,10,6.7,1.10,1.7,1.0,,,,,,,,,,
7-Apr-14,346,7.5,69,96,77,964,212,14,9.1,0.78,2.5,1.4,,,,,,,,,,
8-Apr-14,325,7.5,61,48,38,892,164,14,8.9,0.96,2.3,1.4,,,,,,,,,,
9-Apr-14,301,7.6,61,60,55,908,188,14,9.0,0.78,2.3,1.4,,,,,,,,,,
10-Apr-14,327,7.4,86,64,48,976,230,14,8.7,0.24,3.0,1.9,,,,,,,,,,
11-Apr-14,322,7.4,85,72,58,932,182,19,12.1,     <0.15,3.2,1.9,,,,,,,,,,
12-Apr-14,271,7.5,117,56,32,972,228,38,27.0,     <0.15,6.4,4.0,,,,,,,,,,
13-Apr-14,243,7.4,179,214,162,1093,304,40,26.9,0.33,7.9,4.5,,,,,,,,,,
14-Apr-14,300,7.5,127,124,84,1002,280,14,11.3,0.84,2.8,3.0,,,,,,,,,,
15-Apr-14,266,7.5,90,90,71,892,192,16,9.0,1.03,2.8,1.8,,,,,,,,,,
16-Apr-14,276,7.4,81,76,57,968,272,14,7.7,2.39,4.6,3.2,,,,,,,,,,
17-Apr-14,245,7.6,81,76,57,948,160,15,9.6,     <0.15,2.8,1.7,,,,,,,,,,
18-Apr-14,226,7.5,100,87,77,1033,276,18,11.5,     <0.15,6.4,4.7,,,,,,,,,,
19-Apr-14,227,7.5,137,85,68,1032,230,20,10.5,     <0.15,8.6,6.6,,,,,,,,,,
20-Apr-14,224,7.4,102,88,69,972,246,18,10.7,     <0.15,4.4,3.4,,,,,,,,,,
21-Apr-14,264,7.4,163,106,88,1043,292,23,13.1,     <0.15,6.4,4.7,,,,,,,,,,
22-Apr-14,288,7.5,112,148,108,974,272,19,10.0,     <0.15,5.1,3.3,,,,,,,,,,
23-Apr-14,251,7.5,88,78,57,916,188,16,10.6,     <0.15,3.4,2.3,,,,,,,,,,
24-Apr-14,226,7.5,133,126,98,1038,272,19,9.4,     <0.15,5.3,3.6,,,,,,,,,,
25-Apr-14,261,7.5,      T/X,174,124,964,330,19,9.4,0.78,4.7,2.5,,,,,,,,,,
26-Apr-14,232,7.5,78,97,69,942,284,18,10.3,     <0.15,3.0,1.5,,,,,,,,,,
27-Apr-14,212,7.6,74,78,59,950,276,17,11.0,     <0.15,2.9,1.4,,,,,,,,,,
28-Apr-14,252,7.5,89,96,79,930,248,19,11.3,     <0.15,3.6,2.0,,,,,,,,,,
29-Apr-14,259,7.3,      T/X,80,63,838,408,19,12.0,     <0.15,4.1,2.9,,,,,,,,,,
30-Apr-14,257,7.5,97,122,94,946,222,20,12.9,0.83,3.4,1.8,,,,,,,,,,
1-May-14,242,7.6,92,88,74,936,222,18,12.2,1.04,3.7,2.2,,,,,,,,,,
2-May-14,224,7.6,      T/X,70,52,926,214,20,12.6,0.46,3.7,2.0,,,,,,,,,,
3-May-14,208,7.8,81,86,69,938,200,17,11.3,0.73,2.9,1.6,,,,,,,,,,
4-May-14,185,7.4,58,46,38,892,186,17,11.2,     <0.15,2.6,1.6,,,,,,,,,,
5-May-14,202,7.4,96,78,69,942,232,19,12.4,     <0.15,2.9,1.6,,,,,,,,,,
6-May-14,213,7.5,93,90,75,988,276,22,14.4,     <0.15,3.7,2.1,,,,,,,,,,
7-May-14,194,7.3,132,96,80,1082,312,24,15.5,     <0.15,4.6,3.1,,,,,,,,,,
8-May-14,195,7.4,124,64,52,1101,350,24,13.3,     <0.15,4.8,3.2,,,,,,,,,,
9-May-14,401,7.4,125,248,148,894,316,18,8.7,     <0.15,4.9,2.3,,,,,,,,,,
10-May-14,327,7.5,80,61,42,956,298,11,5.8,1.63,2.1,0.9,,,,,,,,,,
11-May-14,261,7.5,80,48,35,970,274,12,6.9,0.44,2.0,0.7,,,,,,,,,,
12-May-14,438,7.5,57,70,46,754,168,10,4.9,1.12,2.1,0.9,,,,,,,,,,
13-May-14,439,7.6,34,52,29,734,132,8,3.7,1.83,2.1,1.3,,,,,,,,,,
14-May-14,389,7.6,75,53,37,878,208,11,6.2,1.34,3.3,2.2,,,,,,,,,,
15-May-14,470,7.4,95,100,64,866,228,14,7.1,1.14,4.7,3.0,,,,,,,,,,
16-May-14,385,7.5,80,102,68,894,222,13,7.2,1.06,4.5,2.9,,,,,,,,,,
17-May-14,353,7.5,65,70,60,976,236,11,6.0,0.97,3.9,2.7,,,,,,,,,,
18-May-14,324,7.5,56,44,36,920,222,11,6.5,0.39,3.0,1.9,,,,,,,,,,
19-May-14,298,7.6,83,71,50,1037,272,13,6.9,     <0.15,5.7,4.3,,,,,,,,,,
20-May-14,297,7.5,81,71,60,936,220,18,10.3,     <0.15,3.4,1.8,,,,,,,,,,
21-May-14,478,7.5,59,66,32,770,190,11,6.6,0.95,3.1,2.0,,,,,,,,,,
22-May-14,373,7.6,66,54,34,892,218,11,6.7,1.14,4.6,3.2,,,,,,,,,,
23-May-14,336,7.6,54,30,19,1046,310,14,8.8,0.52,5.0,4.0,,,,,,,,,,
24-May-14,316,7.6,68,58,42,1021,266,14,9.0,     <0.15,3.9,2.6,,,,,,,,,,
25-May-14,296,7.6,52,70,55,998,304,14,9.4,0.51,2.1,0.9,,,,,,,,,,
26-May-14,302,7.5,92,86,64,920,218,16,9.0,0.26,2.6,1.2,,,,,,,,,,
27-May-14,335,7.4,108,114,82,888,222,16,8.6,     <0.15,3.4,1.7,,,,,,,,,,
28-May-14,345,7.4,91,52,42,788,182,13,6.8,     <0.15,5.5,4.0,,,,,,,,,,
29-May-14,308,7.3,75,42,38,856,220,13,7.1,     <0.15,3.8,2.0,,,,,,,,,,
30-May-14,267,7.4,89,66,46,868,248,15,9.0,     <0.15,3.5,2.1,,,,,,,,,,
31-May-14,237,7.5,65,56,46,874,240,16,9.5,     <0.15,3.1,1.6,,,,,,,,,,
1-Jun-14,238,7.4,86,84,58,908,286,17,9.7,0.20,3.1,1.2,,,,,,,,,,
2-Jun-14,228,7.4,100,110,74,898,240,18,10.9,0.41,3.3,1.7,,,,,,,,,,
3-Jun-14,191,7.4,111,102,76,944,206,19,12.4,     <0.15,4.6,2.7,,,,,,,,,,
4-Jun-14,222,7.4,144,170,138,956,246,25,14.1,     <0.15,5.6,3.2,,,,,,,,,,
5-Jun-14,185,7.4,106,108,70,896,224,20,11.6,     <0.15,4.4,2.4,,,,,,,,,,
6-Jun-14,187,7.5,134,130,82,1004,246,21,10.7,     <0.15,5.3,3.1,,,,,,,,,,
7-Jun-14,188,7.6,123,48,28,936,236,21,10.4,     <0.15,4.3,2.1,,,,,,,,,,
8-Jun-14,240,7.4,86,118,82,838,240,15,7.6,0.33,2.8,1.1,,,,,,,,,,
9-Jun-14,192,7.3,83,58,44,856,248,16,10.1,     <0.15,3.5,2.1,,,,,,,,,,
10-Jun-14,251,7.3,      T/X,40,22,782,208,14,8.8,1.69,3.9,2.9,,,,,,,,,,
11-Jun-14,371,7.3,116,150,102,794,184,16,9.5,     <0.15,5.4,3.5,,,,,,,,,,
12-Jun-14,277,7.5,      T/X,124,88,868,234,16,8.7,     <0.15,5.3,3.3,,,,,,,,,,
13-Jun-14,245,7.4,      T/X,372,252,1085,374,29,9.8,     <0.15,8.7,3.3,,,,,,,,,,
14-Jun-14,244,7.5,145,588,428,1017,350,21,10.0,     <0.15,5.0,1.7,,,,,,,,,,
15-Jun-14,195,7.6,89,82,58,908,240,18,11.1,     <0.15,3.1,1.3,,,,,,,,,,
16-Jun-14,176,7.5,74,46,26,834,200,17,12.0,     <0.15,2.6,1.3,,,,,,,,,,
17-Jun-14,164,7.1,157,66,40,924,258,21,13.3,     <0.15,8.1,6.6,,,,,,,,,,
18-Jun-14,225,7.4,93,122,78,838,218,19,11.9,     <0.15,4.1,2.4,,,,,,,,,,
19-Jun-14,279,7.5,80,136,80,762,214,16,9.1,     <0.15,3.4,1.7,,,,,,,,,,
20-Jun-14,339,7.6,125,248,156,804,262,18,8.3,     <0.15,4.8,2.0,,,,,,,,,,
21-Jun-14,326,7.6,143,226,156,894,270,20,9.2,     <0.15,4.9,2.1,,,,,,,,,,
22-Jun-14,398,7.5,133,260,156,882,276,17,7.0,0.76,4.6,2.8,,,,,,,,,,
23-Jun-14,366,7.6,64,72,46,818,204,12,7.3,0.55,2.9,1.5,,,,,,,,,,
24-Jun-14,360,7.5,72,112,80,766,168,16,9.8,     <0.15,5.6,3.3,,,,,,,,,,
25-Jun-14,355,7.6,70,90,60,756,170,13,7.6,0.48,3.0,1.6,,,,,,,,,,
26-Jun-14,321,7.6,      T/X,58,42,762,176,14,9.1,0.27,2.6,1.1,,,,,,,,,,
27-Jun-14,296,7.6,76,96,72,884,242,14,9.1,     <0.15,3.3,1.8,,,,,,,,,,
28-Jun-14,302,7.4,89,86,60,884,260,15,9.5,     <0.15,2.8,1.4,,,,,,,,,,
29-Jun-14,327,7.4,45,50,34,692,176,11,7.6,     <0.15,2.1,1.2,,,,,,,,,,
30-Jun-14,357,7.6,53,46,44,628,142,11,7.4,     <0.15,1.5,0.5,,,,,,,,,,
1-Jul-14,430,7.5,      T/X,96,54,666,168,10,5.6,1.14,4.4,2.4,,,,,,,,,,
2-Jul-14,394,7.6,116,186,120,954,260,14,4.8,1.54,7.8,4.2,,,,,,,,,,
3-Jul-14,415,7.4,137,248,152,1025,248,16,6.1,0.27,10.0,5.9,,,,,,,,,,
4-Jul-14,336,7.5,70,61,47,776,152,11,6.0,     <0.15,2.1,1.0,,,,,,,,,,
5-Jul-14,322,7.7,      T/X,63,47,764,156,12,7.6,     <0.15,1.8,1.0,,,,,,,,,,
6-Jul-14,304,7.6,      T/X,41,33,784,174,12,8.0,     <0.15,3.0,1.9,,,,,,,,,,
7-Jul-14,326,7.5,      T/X,33,25,720,144,13,8.9,     <0.15,1.7,0.8,,,,,,,,,,
8-Jul-14,338,7.6,53,32,24,664,132,15,10.0,     <0.15,4.0,2.6,,,,,,,,,,
9-Jul-14,308,7.6,51,33,30,680,134,13,9.3,     <0.15,5.2,3.9,,,,,,,,,,
10-Jul-14,305,7.6,48,29,20,680,140,13,8.7,     <0.15,3.2,2.6,,,,,,,,,,
11-Jul-14,297,7.5,54,66,42,744,164,13,8.3,     <0.15,2.8,1.7,,,,,,,,,,
12-Jul-14,393,7.4,74,170,94,604,174,10,4.3,0.88,2.7,1.1,,,,,,,,,,
13-Jul-14,395,7.7,46,47,25,608,170,7,2.3,1.42,2.1,0.8,,,,,,,,,,
14-Jul-14,398,7.7,63,126,66,770,190,11,5.3,1.13,3.7,1.3,,,,,,,,,,
15-Jul-14,345,7.7,      T/X,86,50,822,174,13,7.8,0.70,4.2,2.1,,,,,,,,,,
16-Jul-14,329,7.7,37,34,26,760,130,12,8.3,0.37,2.5,1.5,,,,,,,,,,
17-Jul-14,315,7.6,34,30,15,770,136,11,8.4,0.19,1.9,1.2,,,,,,,,,,
18-Jul-14,311,7.3,270,628,392,1362,546,34,10.1,     <0.15,10.9,4.2,,,,,,,,,,
19-Jul-14,291,7.5,92,104,81,838,200,16,9.1,     <0.15,3.3,2.0,,,,,,,,,,
20-Jul-14,270,7.5,59,56,44,772,192,14,8.7,     <0.15,2.5,1.0,,,,,,,,,,
21-Jul-14,262,7.7,62,54,36,708,136,14,9.2,     <0.15,2.8,1.3,,,,,,,,,,
22-Jul-14,260,7.5,56,50,38,768,182,16,10.3,     <0.15,4.3,2.7,,,,,,,,,,
23-Jul-14,327,7.4,80,67,47,696,158,16,10.4,0.24,7.2,6.0,,,,,,,,,,
24-Jul-14,264,7.4,100,108,68,736,164,18,10.5,     <0.15,4.8,2.8,,,,,,,,,,
25-Jul-14,263,7.4,86,94,66,770,214,16,9.1,     <0.15,5.3,3.5,,,,,,,,,,
26-Jul-14,258,7.5,154,204,130,832,256,18,8.9,     <0.15,6.8,4.2,,,,,,,,,,
27-Jul-14,251,7.6,69,120,82,736,198,16,7.9,     <0.15,3.6,1.7,,,,,,,,,,
28-Jul-14,243,7.5,67,78,60,654,154,16,10.7,     <0.15,3.1,1.7,,,,,,,,,,
29-Jul-14,246,7.3,90,120,90,722,184,19,11.3,     <0.15,4.4,2.5,,,,,,,,,,
30-Jul-14,246,7.5,50,59,45,644,106,14,9.9,     <0.15,2.7,1.4,,,,,,,,,,
31-Jul-14,239,7.3,222,480,316,1021,396,57,11.2,     <0.15,23.2,10.0,,,,,,,,,,
1-Aug-14,236,7.4,76,83,66,694,166,16,9.9,     <0.15,5.8,4.6,,,,,,,,,,
2-Aug-14,233,7.4,197,62,46,680,162,18,9.7,     <0.15,7.3,5.4,,,,,,,,,,
3-Aug-14,258,7.4,70,77,57,636,174,15,8.0,     <0.15,3.1,1.7,,,,,,,,,,
4-Aug-14,289,7.4,84,162,114,718,226,16,8.9,     <0.15,3.5,1.9,,,,,,,,,,
5-Aug-14,349,7.4,112,194,134,738,208,17,10.9,     <0.15,5.3,2.5,,,,,,,,,,
6-Aug-14,270,7.4,70,92,61,706,196,13,9.5,     <0.15,4.5,2.9,,,,,,,,,,
7-Aug-14,230,7.4,125,114,91,714,238,18,11.2,     <0.15,4.7,2.9,,,,,,,,,,
8-Aug-14,211,7.3,      T/X,174,94,922,262,20,13.2,     <0.15,10.4,8.3,,,,,,,,,,
9-Aug-14,184,7.4,      T/X,64,30,772,168,17,11.5,     <0.15,6.9,5.1,,,,,,,,,,
10-Aug-14,167,7.4,110,110,82,782,192,18,12.7,     <0.15,4.1,3.1,,,,,,,,,,
11-Aug-14,197,7.5,75,63,50,748,174,19,14.5,     <0.15,3.8,2.2,,,,,,,,,,
12-Aug-14,198,7.4,64,60,49,718,138,18,12.8,     <0.15,5.1,3.8,,,,,,,,,,
13-Aug-14,164,7.4,103,64,46,708,178,20,15.0,     <0.15,4.8,3.3,,,,,,,,,,
14-Aug-14,145,7.4,103,106,78,870,250,23,15.2,     <0.15,5.8,3.4,,,,,,,,,,
15-Aug-14,150,7.4,235,520,392,1212,484,31,16.1,     <0.15,8.1,6.4,,,,,,,,,,
16-Aug-14,145,7.4,207,456,320,1206,494,22,14.5,     <0.15,12.9,11.3,,,,,,,,,,
17-Aug-14,151,7.4,90,78,46,790,200,22,15.4,     <0.15,4.5,3.0,,,,,,,,,,
18-Aug-14,156,7.4,124,204,130,900,274,24,14.9,     <0.15,6.4,4.0,,,,,,,,,,
19-Aug-14,163,7.3,133,56,40,894,212,25,16.9,     <0.15,12.9,10.3,,,,,,,,,,
20-Aug-14,147,7.4,123,138,100,910,242,26,16.7,     <0.15,10.5,7.8,,,,,,,,,,
21-Aug-14,348,7.3,116,172,114,804,238,20,11.0,     <0.15,7.1,4.5,,,,,,,,,,
22-Aug-14,455,7.5,132,252,144,678,232,18,6.9,0.85,5.0,2.0,,,,,,,,,,
23-Aug-14,420,7.5,70,99,65,672,146,11,5.7,0.57,2.6,1.2,,,,,,,,,,
24-Aug-14,367,7.3,97,168,96,898,254,17,7.3,     <0.15,10.0,6.9,,,,,,,,,,
25-Aug-14,345,7.5,89,218,122,796,254,16,7.9,0.37,3.8,1.7,,,,,,,,,,
26-Aug-14,381,7.5,50,84,50,596,136,10,7.1,     <0.15,3.2,2.0,,,,,,,,,,
27-Aug-14,322,7.5,66,96,58,702,176,11,7.0,0.41,2.7,1.3,,,,,,,,,,
28-Aug-14,314,7.5,57,134,86,754,178,14,8.2,     <0.15,3.2,2.0,,,,,,,,,,
29-Aug-14,304,7.5,96,108,76,762,192,15,9.4,     <0.15,4.0,2.2,,,,,,,,,,
30-Aug-14,296,7.5,106,80,58,810,188,89,11.3,     <0.15,4.8,2.8,,,,,,,,,,
31-Aug-14,270,7.5,89,166,110,788,216,19,10.6,     <0.15,4.2,1.7,,,,,,,,,,
1-Sep-14,262,7.5,121,144,84,770,176,20,11.4,     <0.15,4.2,2.5,,,,,,,,,,
2-Sep-14,273,7.5,104,104,68,736,132,19,12.0,     <0.15,3.7,1.6,,,,,,,,,,
3-Sep-14,253,7.4,145,230,154,816,224,25,13.1,     <0.15,6.7,3.9,,,,,,,,,,
4-Sep-14,298,7.4,150,206,130,766,216,21,10.1,     <0.15,6.0,3.3,,,,,,,,,,
5-Sep-14,305,7.5,84,124,92,662,180,15,9.0,     <0.15,3.9,2.2,,,,,,,,,,
6-Sep-14,321,7.6,80,174,114,696,208,11,3.3,2.06,4.1,1.8,,,,,,,,,,
7-Sep-14,254,7.7,56,94,66,638,160,11,4.8,2.38,2.8,1.4,,,,,,,,,,
8-Sep-14,213,7.6,56,53,42,640,108,13,8.1,2.91,3.0,1.9,,,,,,,,,,
9-Sep-14,210,7.5,91,142,102,806,188,23,12.9,0.46,7.1,5.2,,,,,,,,,,
10-Sep-14,402,7.6,32,86,38,480,108,6,2.9,4.90,3.3,2.6,,,,,,,,,,
11-Sep-14,388,7.7,43,65,43,550,122,9,6.1,1.00,2.3,1.3,,,,,,,,,,
12-Sep-14,355,7.7,61,46,32,686,116,12,7.5,0.36,3.9,2.6,,,,,,,,,,
13-Sep-14,331,7.8,47,52,37,684,138,13,8.4,0.50,2.8,1.8,,,,,,,,,,
14-Sep-14,308,7.7,44,56,44,690,102,16,11.0,0.92,2.9,1.8,,,,,,,,,,
15-Sep-14,301,7.5,42,48,32,628,116,13,9.5,0.31,2.3,1.2,,,,,,,,,,
16-Sep-14,252,7.4,60,74,54,694,158,15,10.9,     <0.15,3.3,2.0,,,,,,,,,,
17-Sep-14,317,7.3,80,98,64,692,170,16,9.7,     <0.15,4.5,3.0,,,,,,,,,,
18-Sep-14,308,7.4,72,88,62,724,194,16,10.3,     <0.15,4.6,3.2,,,,,,,,,,
19-Sep-14,301,7.5,52,55,36,650,130,13,8.3,0.33,5.0,3.5,,,,,,,,,,
20-Sep-14,280,7.6,78,76,54,670,142,16,10.0,     <0.15,4.7,2.9,,,,,,,,,,
21-Sep-14,288,7.4,108,150,104,674,162,18,10.9,0.38,3.8,1.6,,,,,,,,,,
22-Sep-14,189,7.4,71,86,62,710,174,18,12.4,     <0.15,3.9,2.8,,,,,,,,,,
23-Sep-14,164,7.3,110,92,72,824,190,21,13.5,     <0.15,9.4,7.6,,,,,,,,,,
24-Sep-14,164,7.2,137,134,100,880,206,19,10.0,1.09,11.6,9.2,,,,,,,,,,
25-Sep-14,163,7.2,150,156,114,904,242,24,14.7,     <0.15,10.4,7.8,,,,,,,,,,
26-Sep-14,164,7.3,118,60,46,842,198,22,14.9,     <0.15,9.6,8.3,,,,,,,,,,
27-Sep-14,197,7.5,93,80,60,764,194,21,15.6,     <0.15,6.0,4.4,,,,,,,,,,
28-Sep-14,164,7.5,73,84,58,744,176,20,14.0,     <0.15,5.7,4.3,,,,,,,,,,
29-Sep-14,167,7.4,44,54,38,694,164,15,10.1,3.18,3.9,2.7,,,,,,,,,,
30-Sep-14,162,7.4,88,116,80,798,196,22,16.3,     <0.15,5.5,3.8,,,,,,,,,,
1-Oct-14,175,7.3,90,94,74,822,200,21,15.3,     <0.15,5.7,5.9,,,,,,,,,,
2-Oct-14,153,7.3,      T/X,126,100,824,204,25,15.1,     <0.15,10.5,8.7,,,,,,,,,,
3-Oct-14,414,7.4,101,256,172,708,252,21,9.6,     <0.15,10.0,6.2,,,,,,,,,,
4-Oct-14,310,7.6,108,176,120,682,190,15,7.7,0.97,4.7,3.6,,,,,,,,,,
5-Oct-14,287,7.4,56,74,48,710,146,14,8.1,     <0.15,3.2,1.9,,,,,,,,,,
6-Oct-14,298,7.4,94,180,110,728,210,18,10.9,     <0.15,4.3,2.3,,,,,,,,,,
7-Oct-14,242,7.4,76,94,66,700,166,18,12.7,0.89,6.3,4.9,,,,,,,,,,
8-Oct-14,203,7.4,94,89,69,812,154,23,14.2,0.59,8.5,6.9,,,,,,,,,,
9-Oct-14,210,7.4,80,90,70,798,208,22,14.1,     <0.15,6.6,4.8,,,,,,,,,,
10-Oct-14,160,7.4,215,264,204,960,256,29,15.9,     <0.15,9.9,7.4,,,,,,,,,,
11-Oct-14,158,7.5,142,144,110,786,182,26,15.5,     <0.15,7.2,4.5,,,,,,,,,,
12-Oct-14,163,7.4,94,110,76,750,216,23,14.4,     <0.15,4.2,2.3,,,,,,,,,,
13-Oct-14,180,7.5,90,128,98,744,214,22,15.0,     <0.15,4.1,2.3,,,,,,,,,,
14-Oct-14,359,7.4,108,204,146,698,200,20,11.1,0.15,5.4,2.7,,,,,,,,,,
15-Oct-14,416,7.5,50,106,66,646,168,13,7.2,0.97,3.2,1.4,,,,,,,,,,
16-Oct-14,336,7.5,53,116,72,698,192,13,8.6,0.51,3.2,1.8,,,,,,,,,,
17-Oct-14,249,7.6,77,88,62,742,192,15,10.2,     <0.15,3.5,3.0,,,,,,,,,,
18-Oct-14,226,7.5,68,68,50,776,172,15,10.9,     <0.15,4.0,2.2,,,,,,,,,,
19-Oct-14,198,7.4,68,56,40,766,192,19,11.7,     <0.15,3.5,2.5,,,,,,,,,,
20-Oct-14,182,7.4,109,84,68,808,186,24,14.7,     <0.15,4.4,2.5,,,,,,,,,,
21-Oct-14,176,7.3,177,116,86,898,240,26,15.0,     <0.15,8.9,6.5,,,,,,,,,,
22-Oct-14,177,7.4,96,60,44,798,220,23,14.6,     <0.15,6.1,5.0,,,,,,,,,,
23-Oct-14,176,7.3,133,102,76,804,200,23,13.3,     <0.15,5.8,4.0,,,,,,,,,,
24-Oct-14,181,7.4,159,162,122,890,252,25,15.0,     <0.15,9.3,6.7,,,,,,,,,,
